Nombre,Partido,Presidente,fecha_start,fecha_end,cartera
Rosendo Serna Román,Juntos por el Perú,Pedro Castillo,2021-12-28 00:00:00,2022-12-07 00:00:00,Educacion
Patricia Correa Arangoitia,Independiente,Dina Boluarte,2022-12-10 00:00:00,2022-12-16 00:00:00,Educacion
Óscar Becerra Tresierra,Independiente,Dina Boluarte,2022-12-21 00:00:00,2023-04-23 00:00:00,Educacion
Magnet Márquez Ramírez,Independiente,Dina Boluarte,2023-04-23 00:00:00,2023-09-05 00:00:00,Educacion
Miriam Ponce Vértiz,Independiente,Dina Boluarte,2023-09-06 00:00:00,2024-04-01 00:00:00,Educacion
Morgan Quero Gaime,Independiente,Dina Boluarte,2024-04-01 00:00:00,2025-10-12 00:00:00,Educacion
Jorge Figueroa Guzmán,Independiente,José Jerí,2025-10-14 00:00:00,2026-02-24 00:00:00,Educacion
Erfurt Castillo Vera,Independiente,José María Balcázar,2026-02-24 00:00:00,2026-03-17 00:00:00,Educacion
María Cuadros Espinoza,Independiente,José María Balcázar,2026-03-17 00:00:00,,Educacion
Armando Montes de Peralta,,Óscar R. Benavides,1935-10-09 00:00:00,1936-04-12 00:00:00,salud
Fortunato Quesada Larrea,,Óscar R. Benavides,1936-04-13 00:00:00,1936-09-23 00:00:00,salud
Roque A. Saldías Maninat,,Óscar R. Benavides,1936-09-24 00:00:00,1937-11-02 00:00:00,salud
Rafael Escardó,,Óscar R. Benavides,1937-11-03 00:00:00,1938-04-19 00:00:00,salud
Guillermo Almenara Irigoyen,,Óscar R. Benavides,1938-04-30 00:00:00,1939-12-07 00:00:00,salud
Constantino J. Carvallo,,Manuel Prado Ugarteche,1939-12-08 00:00:00,1945-07-27 00:00:00,salud
Óscar Trelles Montes,,José Luis Bustamante y Rivero,1945-07-28 00:00:00,1946-01-22 00:00:00,salud
Julio Ernesto Portugal Escobedo,,José Luis Bustamante y Rivero,1946-01-23 00:00:00,1947-01-11 00:00:00,salud
Alberto Hurtado Abadía,,José Luis Bustamante y Rivero,1947-01-12 00:00:00,1947-10-30 00:00:00,salud
Manuel R. Nieto Chipoco,Marino,José Luis Bustamante y Rivero,1947-10-31 00:00:00,1948-02-28 00:00:00,salud
Arturo Jiménez Pacheco,,José Luis Bustamante y Rivero,1948-03-01 00:00:00,1948-06-17 00:00:00,salud
Alberto Hurtado Abadía,,José Luis Bustamante y Rivero,1948-06-18 00:00:00,1948-10-27 00:00:00,salud
Alberto López Flores,,Manuel Odría (Ochenio),1948-10-31 00:00:00,1950-07-27 00:00:00,salud
Edgardo Rebagliati Martins,,Manuel Odría (Ochenio),1950-07-28 00:00:00,1952-08-04 00:00:00,salud
Luis N. Sáenz,,Manuel Odría (Ochenio),1952-08-05 00:00:00,1954-08-09 00:00:00,salud
Armando Montes de Peralta,,Manuel Odría (Ochenio),1954-08-10 00:00:00,1955-09-14 00:00:00,salud
Jorge de Romaña Plazolles,,Manuel Odría (Ochenio),1955-09-15 00:00:00,1955-12-05 00:00:00,salud
Alberto López Flores,,Manuel Odría (Ochenio),1955-12-05 00:00:00,1956-07-27 00:00:00,salud
Jorge Haaker Fort,,Manuel Prado Ugarteche,1956-07-28 00:00:00,1957-09-23 00:00:00,salud
Francisco Sánchez-Moreno Moscoso,,Manuel Prado Ugarteche,1957-09-24 00:00:00,1959-07-19 00:00:00,salud
Guillermo Garrido Lecca Frías,,Manuel Prado Ugarteche,1959-07-20 00:00:00,1960-06-06 00:00:00,salud
Rodrigo Franco Guerra,,Manuel Prado Ugarteche,1960-06-10 00:00:00,1961-02-18 00:00:00,salud
Eduardo Watson Cisneros,,Manuel Prado Ugarteche,1961-02-19 00:00:00,1962-07-18 00:00:00,salud
Víctor Solano Castro,,Junta Militar de Gobierno,1962-07-18 00:00:00,1963-07-28 00:00:00,salud
Javier Arias Stella,Acción Popular,Fernando Belaúnde Terry,1963-07-28 00:00:00,1965-09-15 00:00:00,salud
Daniel Becerra de la Flor,Acción Popular,Fernando Belaúnde Terry,1965-09-16 00:00:00,1967-09-07 00:00:00,salud
Javier Arias Stella,Acción Popular,Fernando Belaúnde Terry,1967-09-09 00:00:00,1968-10-02 00:00:00,salud
Javier Correa Miller,Acción Popular,Fernando Belaúnde Terry,1968-10-02 00:00:00,1968-10-03 00:00:00,salud
Eduardo Montero Rojas,,Juan Velasco Alvarado,1968-10-10 00:00:00,1969-12-30 00:00:00,salud
Rolando Caro Constantini,,Juan Velasco Alvarado,1969-12-31 00:00:00,1971-04-27 00:00:00,salud
Fernando Miró Quesada Bahamonde,,Juan Velasco Alvarado,1971-04-28 00:00:00,1975-08-28 00:00:00,salud
Fernando Miró Quesada Bahamonde,,Francisco Morales Bermúdez,1975-08-29 00:00:00,1975-10-18 00:00:00,salud
Jorge Tamayo de la Flor,,Francisco Morales Bermúdez,1975-10-18 00:00:00,1976-12-31 00:00:00,salud
Humberto Campodónico Hoyos,,Francisco Morales Bermúdez,1977-01-01 00:00:00,1977-12-31 00:00:00,salud
Óscar Dávila Zumaeta,,Francisco Morales Bermúdez,1978-01-01 00:00:00,1978-09-15 00:00:00,salud
Eduardo Rivasplata Hurtado,,Francisco Morales Bermúdez,1978-09-18 00:00:00,1980-07-27 00:00:00,salud
Uriel García Cáceres,Acción Popular,Fernando Belaúnde Terry,1980-07-28 00:00:00,1982-03-02 00:00:00,salud
Juan Franco Ponce,Acción Popular,Fernando Belaúnde Terry,1982-03-03 00:00:00,1985-02-28 00:00:00,salud
Carlos Bazán Zender,Acción Popular,Fernando Belaúnde Terry,1985-03-01 00:00:00,1985-07-28 00:00:00,salud
David Tejada de Rivero,Partido Aprista Peruano,Alan García,1985-07-28 00:00:00,1987-06-29 00:00:00,salud
Ilda Urízar Peroni de Arias,Partido Aprista Peruano,Alan García,1987-06-29 00:00:00,1988-05-15 00:00:00,salud
Luis Pinillos Ashton,Independiente,Alan García,1988-05-15 00:00:00,1989-05-12 00:00:00,salud
David Tejada de Rivero,Partido Aprista Peruano,Alan García,1989-05-12 00:00:00,1989-10-03 00:00:00,salud
Paul Caro Gamarra,Partido Aprista Peruano,Alan García,1989-10-03 00:00:00,1990-07-27 00:00:00,salud
Carlos Vidal Layseca,Independiente,Alberto Fujimori,1990-07-28 00:00:00,1991-02-18 00:00:00,salud
Víctor Yamamoto Miyakawa,Cambio 90,Alberto Fujimori,1991-02-18 00:00:00,1991-11-06 00:00:00,salud
Víctor Paredes Guerra,Cambio 90,Alberto Fujimori,1991-11-06 00:00:00,1993-08-28 00:00:00,salud
Jaime Freundt-Thurne Oyanguren,Cambio 90,Alberto Fujimori,1993-08-28 00:00:00,1994-10-07 00:00:00,salud
Eduardo Yong Motta,Independiente,Alberto Fujimori,1994-10-10 00:00:00,1996-04-03 00:00:00,salud
Marino Costa Bauer,Independiente,Alberto Fujimori,1996-04-10 00:00:00,1999-01-05 00:00:00,salud
Carlos de Romaña y García,Independiente,Alberto Fujimori,1999-01-05 00:00:00,1999-04-14 00:00:00,salud
Alejandro Aguinaga Recuenco,Nueva Mayoría,Alberto Fujimori,1999-04-15 00:00:00,2000-11-25 00:00:00,salud
Eduardo Pretell Zárate,Acción Popular,Valentín Paniagua,2000-11-25 00:00:00,2001-07-28 00:00:00,salud
Luis Solari de La Fuente,Perú Posible,Alejandro Toledo,2001-07-28 00:00:00,2002-01-18 00:00:00,salud
Fernando Carbone Campoverde,Independiente,Alejandro Toledo,2002-01-21 00:00:00,2003-06-28 00:00:00,salud
Álvaro Vidal Rivadeneyra,Independiente,Alejandro Toledo,2003-06-28 00:00:00,2004-02-16 00:00:00,salud
Pilar Mazzetti Soler,Independiente,Alejandro Toledo,2004-02-16 00:00:00,2006-07-28 00:00:00,salud
Carlos Vallejos Sologuren,Partido Aprista Peruano,Alan García,2006-07-29 00:00:00,2007-12-20 00:00:00,salud
Hernán Garrido-Lecca Montañez,Partido Aprista Peruano,Alan García,2007-12-20 00:00:00,2008-10-14 00:00:00,salud
Óscar Ugarte Ubilluz,Partido Humanista Peruano,Alan García,2008-10-14 00:00:00,2011-07-28 00:00:00,salud
Alberto Tejada Noriega,Independiente,Ollanta Humala,2011-07-28 00:00:00,2012-07-23 00:00:00,salud
Midori de Habich Rospigliosi,Independiente,Ollanta Humala,2012-07-23 00:00:00,2014-11-05 00:00:00,salud
Aníbal Velásquez Valdivia,Independiente,Ollanta Humala,2014-11-05 00:00:00,2016-07-28 00:00:00,salud
Patricia García Funegra,Independiente,Pedro Pablo Kuczynski,2016-07-28 00:00:00,2017-09-17 00:00:00,salud
Fernando D'Alessio Ipinza,Independiente,Pedro Pablo Kuczynski,2017-09-17 00:00:00,2018-01-09 00:00:00,salud
Abel Salinas Rivas,Partido Aprista Peruano,Pedro Pablo Kuczynski,2018-01-09 00:00:00,2018-04-02 00:00:00,salud
Silvia Pessah Eljay,Independiente,Martín Vizcarra,2018-04-02 00:00:00,2019-01-05 00:00:00,salud
Zulema Tomás Gonzáles,Independiente,Martín Vizcarra,2019-01-07 00:00:00,2019-11-15 00:00:00,salud
Elizabeth Hinostroza Pereyra,Independiente,Martín Vizcarra,2019-11-18 00:00:00,2020-03-20 00:00:00,salud
Víctor Zamora Mesía,Frente Amplio,Martín Vizcarra,2020-03-20 00:00:00,2020-07-15 00:00:00,salud
Pilar Mazzetti Soler,Independiente,Martín Vizcarra,2020-07-15 00:00:00,2020-11-10 00:00:00,salud
Abel Salinas Rivas,Partido Aprista Peruano,Manuel Merino,2020-11-11 00:00:00,2020-11-15 00:00:00,salud
Pilar Mazzetti Soler,Independiente,Francisco Sagasti,2020-11-18 00:00:00,2021-02-12 00:00:00,salud
Óscar Ugarte Ubilluz,Juntos por el Perú,Francisco Sagasti,2021-02-13 00:00:00,2021-07-28 00:00:00,salud
Hernando Cevallos Flores,Frente Amplio,Pedro Castillo,2021-07-29 00:00:00,2022-02-08 00:00:00,salud
Hernán Condori Machado,Perú Libre,Pedro Castillo,2022-02-08 00:00:00,2022-03-31 00:00:00,salud
Jorge López Peña,Independiente,Pedro Castillo,2022-04-07 00:00:00,2022-10-23 00:00:00,salud
Kelly Portalatino Ávalos,Perú Libre,Pedro Castillo,2022-10-27 00:00:00,2022-12-07 00:00:00,salud
Rosa Gutiérrez Palomino,Independiente,Dina Boluarte,2022-12-10 00:00:00,2023-06-15 00:00:00,salud
César Vásquez Sánchez,Alianza para el Progreso,Dina Boluarte,2023-06-19 00:00:00,2025-10-10 00:00:00,salud
Luis Quiroz Avilés,,José Jerí,2025-10-14 00:00:00,2026-03-11 00:00:00,salud
Luis Quiroz Avilés,,José María Balcázar,2025-10-14 00:00:00,2026-03-11 00:00:00,salud
Juan Carlos Velasco Guerrero,Independiente,José María Balcázar,2026-03-11 00:00:00,,salud
,,,,,salud
Hipólito Unanue,,José de San Martín (Protectorado),1821-08-03 00:00:00,1823-06-22 00:00:00,MEF
Dionisio Vizcarra,,Francisco Valdivieso (encargado del mando),1823-06-23 00:00:00,1823-09-23 00:00:00,MEF
Hipólito Unanue,,José Bernardo de Tagle,1823-09-24 00:00:00,1824-02-18 00:00:00,MEF
José de Espinar,,Simón Bolívar,1824-02-19 00:00:00,1824-03-31 00:00:00,MEF
José Faustino Sánchez Carrión (Secretario General),,Simón Bolívar,1824-04-01 00:00:00,1824-10-27 00:00:00,MEF
Hipólito Unanue,,Simón Bolívar,1824-10-28 00:00:00,1825-03-27 00:00:00,MEF
José María de Pando,,Simón Bolívar,1825-03-28 00:00:00,1825-05-19 00:00:00,MEF
Juan Salazar,,Simón Bolívar,1825-05-20 00:00:00,1825-07-19 00:00:00,MEF
José de Larrea y Loredo,,Simón Bolívar,1825-07-20 00:00:00,1826-05-07 00:00:00,MEF
José María de Pando,,Simón Bolívar,1826-05-08 00:00:00,1826-06-27 00:00:00,MEF
José de Larrea y Loredo,,Simón Bolívar,1826-06-28 00:00:00,1827-02-09 00:00:00,MEF
José María Galdeano,,Andrés de Santa Cruz,1827-02-10 00:00:00,1827-02-11 00:00:00,MEF
José de Morales y Ugalde,,Andrés de Santa Cruz,1827-02-12 00:00:00,1827-06-23 00:00:00,MEF
Francisco J. Mariátegui,,José de la Mar,1827-06-24 00:00:00,1828-06-09 00:00:00,MEF
Manuel Gaspar de Rosas,,José de la Mar,1828-06-10 00:00:00,1828-06-19 00:00:00,MEF
José Gregorio Paredes,,José de la Mar,1828-06-20 00:00:00,1828-06-20 00:00:00,MEF
Dionisio Vizcarra,,José de la Mar,1828-06-21 00:00:00,1829-06-05 00:00:00,MEF
Lorenzo Bazo,,Antonio Gutiérrez de la Fuente,1829-06-06 00:00:00,1829-11-30 00:00:00,MEF
José de Larrea y Loredo,,Agustín Gamarra,1829-12-01 00:00:00,1830-06-19 00:00:00,MEF
Manuel del Río,,Agustín Gamarra,1830-06-20 00:00:00,1830-07-20 00:00:00,MEF
José María de Pando,,Agustín Gamarra,1830-07-21 00:00:00,1831-12-19 00:00:00,MEF
Manuel Pérez de Tudela,,Agustín Gamarra,1831-12-20 00:00:00,1832-10-28 00:00:00,MEF
Manuel Gaspar de Rosas,,Agustín Gamarra,1832-10-29 00:00:00,1832-11-11 00:00:00,MEF
Manuel del Río,,Agustín Gamarra,1832-11-12 00:00:00,1832-11-21 00:00:00,MEF
Joaquín de Arrece,,Agustín Gamarra,1832-11-22 00:00:00,1833-01-02 00:00:00,MEF
Andrés Martínez,,Agustín Gamarra,1833-01-03 00:00:00,1833-12-20 00:00:00,MEF
José Villa,,Luis José de Orbegoso,1833-12-21 00:00:00,1834-01-03 00:00:00,MEF
Andrés Martínez,,Pedro Pablo Bermúdez,1834-01-04 00:00:00,1834-01-23 00:00:00,MEF
José Villa,,Luis José de Orbegoso,1834-01-24 00:00:00,1834-02-28 00:00:00,MEF
Ildefonso Zavala,,Luis José de Orbegoso,1834-03-01 00:00:00,1834-03-28 00:00:00,MEF
José de Mendiburú,,Luis José de Orbegoso,1834-03-29 00:00:00,1834-05-05 00:00:00,MEF
José Villa,,Luis José de Orbegoso,1834-05-06 00:00:00,1834-07-04 00:00:00,MEF
José de Mendiburú,,Luis José de Orbegoso,1834-07-05 00:00:00,1834-10-21 00:00:00,MEF
Ildefonso Zavala,,Luis José de Orbegoso,1834-10-22 00:00:00,1835-02-24 00:00:00,MEF
José de Mendiburu,,Felipe Santiago Salaverry,1835-02-25 00:00:00,1835-02-26 00:00:00,MEF
Domingo Espinar,,Felipe Santiago Salaverry,1835-02-27 00:00:00,1835-04-12 00:00:00,MEF
Bonifacio de Lazarte,,Felipe Santiago Salaverry,1835-04-13 00:00:00,1835-05-19 00:00:00,MEF
José de Mendiburu,,Felipe Santiago Salaverry,1835-05-20 00:00:00,1835-07-15 00:00:00,MEF
José Braulio del Campo Redondo,,Felipe Santiago Salaverry,1835-07-16 00:00:00,1835-09-11 00:00:00,MEF
Joaquín de Arrece,,Felipe Santiago Salaverry,1835-09-12 00:00:00,1835-10-08 00:00:00,MEF
Andrés Martínez (Secretario General),,Felipe Santiago Salaverry,1835-10-09 00:00:00,1836-01-08 00:00:00,MEF
Mariano de Sierra,,Felipe Santiago Salaverry,1836-01-09 00:00:00,1836-04-24 00:00:00,MEF
Juan García del Río,,Andrés de Santa Cruz,1836-04-25 00:00:00,1836-08-05 00:00:00,MEF
Pio de Tristán,Militar,Andrés de Santa Cruz,1836-08-06 00:00:00,1836-08-16 00:00:00,MEF
Juan García del Río,,Andrés de Santa Cruz,1836-08-17 00:00:00,1837-01-30 00:00:00,MEF
José Gregorio Paredes,,Andrés de Santa Cruz,1837-01-31 00:00:00,1837-05-01 00:00:00,MEF
José María Galdeano,,Andrés de Santa Cruz,1837-05-02 00:00:00,1837-08-16 00:00:00,MEF
Casimiro Olañeta,,Andrés de Santa Cruz,1837-08-17 00:00:00,1837-11-02 00:00:00,MEF
Juan García del Río,,Andrés de Santa Cruz,1837-11-03 00:00:00,1838-07-29 00:00:00,MEF
Manuel del Río,,Andrés de Santa Cruz,1838-07-30 00:00:00,1838-07-31 00:00:00,MEF
Benito Laso de la Vega,,Agustín Gamarra,1838-08-01 00:00:00,1838-08-23 00:00:00,MEF
José de Mendiburu,,Agustín Gamarra,1838-08-24 00:00:00,1838-11-07 00:00:00,MEF
Lorenzo Bazo,,Agustín Gamarra,1838-11-08 00:00:00,1839-01-19 00:00:00,MEF
José de Mendiburu,,Agustín Gamarra,1839-01-20 00:00:00,1839-03-02 00:00:00,MEF
Ramón Castilla (interino),Militar,Agustín Gamarra,1839-03-03 00:00:00,1839-07-28 00:00:00,MEF
Manuel B. Ferreyros,,Agustín Gamarra,1839-07-29 00:00:00,1841-01-02 00:00:00,MEF
Manuel del Río,,Agustín Gamarra,1841-01-03 00:00:00,1841-03-15 00:00:00,MEF
Luciano María Cano,,Agustín Gamarra,1841-03-16 00:00:00,1842-07-29 00:00:00,MEF
José de Mendiburu,,Manuel Menéndez,1842-07-30 00:00:00,1842-08-15 00:00:00,MEF
Miguel del Carpio y Melgar,,Juan Crisóstomo Torrico,1842-08-16 00:00:00,1842-10-30 00:00:00,MEF
Francisco J. Mariátegui,,Francisco de Vidal,1842-10-31 00:00:00,1843-03-19 00:00:00,MEF
José Luis Gómez Sánchez,,Manuel Ignacio de Vivanco,1843-03-20 00:00:00,1843-04-30 00:00:00,MEF
Pedro Antonio de la Torre,,Manuel Ignacio de Vivanco,1843-05-01 00:00:00,1843-07-21 00:00:00,MEF
Manuel Toribio Ureta,,Manuel Ignacio de Vivanco,1843-07-22 00:00:00,1843-08-04 00:00:00,MEF
Andrés Martínez,,Manuel Ignacio de Vivanco,1843-08-05 00:00:00,1844-01-04 00:00:00,MEF
Pedro Gamio,,Manuel Ignacio de Vivanco,1844-01-05 00:00:00,1844-05-19 00:00:00,MEF
Andrés Martínez,,Manuel Ignacio de Vivanco,1844-05-20 00:00:00,1844-06-16 00:00:00,MEF
José Manuel Tirado,,Domingo Elías,1844-06-17 00:00:00,1844-08-10 00:00:00,MEF
Domingo Elías,,Justo Figuerola,1844-08-11 00:00:00,1846-04-20 00:00:00,MEF
Manuel de Mendiburu,Militar,Ramón Castilla,1846-04-21 00:00:00,1849-07-15 00:00:00,MEF
José Fabio Melgar,,Ramón Castilla,1849-07-16 00:00:00,1851-04-19 00:00:00,MEF
Juan Crisóstomo Torrico (Ministro General),Militar,José Rufino Echenique,1851-04-20 00:00:00,1851-08-28 00:00:00,MEF
Manuel de Mendiburu,Militar,José Rufino Echenique,1851-08-29 00:00:00,1852-09-06 00:00:00,MEF
Nicolás Fernández de Piérola y Flores,,José Rufino Echenique,1852-09-07 00:00:00,1854-01-01 00:00:00,MEF
Manuel de Mendiburu,Militar,José Rufino Echenique,1854-01-02 00:00:00,1854-11-06 00:00:00,MEF
Pedro Gálvez Egúsquiza,,José Rufino Echenique,1854-11-07 00:00:00,1855-01-04 00:00:00,MEF
Manuel Toribio Ureta,,Ramón Castilla,1855-01-05 00:00:00,1855-01-31 00:00:00,MEF
Domingo Elías,,Ramón Castilla,1855-02-01 00:00:00,1856-10-15 00:00:00,MEF
José Santos Castañeda,,Ramón Castilla,1856-10-16 00:00:00,1857-02-13 00:00:00,MEF
Francisco de Rivero,,Ramón Castilla,1857-02-14 00:00:00,1857-10-23 00:00:00,MEF
Manuel Ortiz de Zevallos,,Ramón Castilla,1857-10-24 00:00:00,1858-12-15 00:00:00,MEF
Juan José Salcedo,,Ramón Castilla,1858-12-16 00:00:00,1861-07-24 00:00:00,MEF
José Fabio Melgar,,Ramón Castilla,1861-07-25 00:00:00,1862-06-24 00:00:00,MEF
Pedro Gálvez Egúsquiza,,Ramón Castilla,1862-06-25 00:00:00,1862-10-26 00:00:00,MEF
José Santos Castañeda,,Miguel de San Román,1862-10-27 00:00:00,1863-04-09 00:00:00,MEF
Ignacio Novoa,,Pedro Diez-Canseco,1863-04-10 00:00:00,1863-08-04 00:00:00,MEF
Ignacio Novoa (continuación),,Juan Antonio Pezet,1863-08-05 00:00:00,1864-08-10 00:00:00,MEF
Julián de Zaracondegui,,Juan Antonio Pezet,1864-08-11 00:00:00,1864-09-04 00:00:00,MEF
Felipe Barriga Álvarez,,Juan Antonio Pezet,1864-09-05 00:00:00,1864-10-13 00:00:00,MEF
Pedro Mariano García,,Juan Antonio Pezet,1864-10-14 00:00:00,1864-11-22 00:00:00,MEF
José García Urrutia,,Juan Antonio Pezet,1864-11-23 00:00:00,1865-04-03 00:00:00,MEF
Pedro José Carrillo,,Juan Antonio Pezet,1865-04-04 00:00:00,1865-07-13 00:00:00,MEF
José Jorge Loayza,,Juan Antonio Pezet,1865-07-14 00:00:00,1865-11-09 00:00:00,MEF
José Manuel de la Puente,,Pedro Diez-Canseco,1865-11-10 00:00:00,1865-11-15 00:00:00,MEF
Tomás de Vivero,,Pedro Diez-Canseco,1865-11-16 00:00:00,1865-11-27 00:00:00,MEF
Manuel Pardo y Lavalle (Secretario),,Mariano Ignacio Prado,1865-11-28 00:00:00,1867-03-01 00:00:00,MEF
José Narciso de Campos,,Mariano Ignacio Prado,1867-03-02 00:00:00,1867-06-02 00:00:00,MEF
Pedro Paz Soldán Ureta,,Mariano Ignacio Prado,1867-06-03 00:00:00,1868-01-06 00:00:00,MEF
Juan Manuel Solar,,Francisco Diez Canseco,1868-01-07 00:00:00,1868-01-25 00:00:00,MEF
José Luis Gómez Sánchez,,Pedro Diez-Canseco,1868-01-26 00:00:00,1868-04-02 00:00:00,MEF
Juan Ignacio Elguera,,Pedro Diez-Canseco,1868-04-03 00:00:00,1868-08-03 00:00:00,MEF
Francisco García Calderón,,José Balta,1868-08-04 00:00:00,1869-01-04 00:00:00,MEF
Nicolás de Piérola,,José Balta,1869-01-05 00:00:00,1869-10-25 00:00:00,MEF
Manuel Angulo,,José Balta,1869-10-26 00:00:00,1870-02-25 00:00:00,MEF
Nicolás de Piérola,,José Balta,1870-02-26 00:00:00,1871-07-20 00:00:00,MEF
Camilo Carrillo Martínez,,José Balta,1871-07-21 00:00:00,1871-09-19 00:00:00,MEF
Felipe Masías,,José Balta,1871-09-20 00:00:00,1872-07-26 00:00:00,MEF
José de la Riva Agüero,Partido Civil,Mariano Herencia Zevallos,1872-07-27 00:00:00,1872-08-01 00:00:00,MEF
José María de la Jara y Alvizuri,,Manuel Pardo y Lavalle,1872-08-02 00:00:00,1873-11-06 00:00:00,MEF
Camilo Carrillo Martínez,Partido Civil,Manuel Pardo y Lavalle,1873-11-07 00:00:00,1874-05-25 00:00:00,MEF
Juan Ignacio Elguera,,Manuel Pardo y Lavalle,1874-05-26 00:00:00,1876-08-01 00:00:00,MEF
José de Araníbar y Llano,,Mariano Ignacio Prado,1876-08-02 00:00:00,1877-06-07 00:00:00,MEF
José Félix García,,Mariano Ignacio Prado,1877-06-08 00:00:00,1878-06-18 00:00:00,MEF
Manuel Antonio Barinaga,,Mariano Ignacio Prado,1878-06-19 00:00:00,1878-10-24 00:00:00,MEF
José Rafael de Iscue,,Mariano Ignacio Prado,1878-10-25 00:00:00,1879-07-14 00:00:00,MEF
Emilio A. del Solar,,Mariano Ignacio Prado,1879-07-15 00:00:00,1879-07-23 00:00:00,MEF
José María Químper,,Mariano Ignacio Prado,1879-07-24 00:00:00,1879-09-04 00:00:00,MEF
Juan Francisco Pazos,,Mariano Ignacio Prado,1879-09-05 00:00:00,1879-10-28 00:00:00,MEF
Aurelio Denegri,Partido Civil,Mariano Ignacio Prado,1879-10-29 00:00:00,1879-10-31 00:00:00,MEF
José María Químper,,Mariano Ignacio Prado,1879-11-01 00:00:00,1879-12-23 00:00:00,MEF
Manuel Antonio Barinaga (Secretario),,Nicolás de Piérola,1879-12-24 00:00:00,1881-01-15 00:00:00,MEF
Aurelio García y García (Secretario General),,Nicolás de Piérola,1881-01-16 00:00:00,1881-03-11 00:00:00,MEF
Aurelio Denegri,,Francisco García Calderón,1881-03-12 00:00:00,1882-01-03 00:00:00,MEF
Manuel María Rivas,,Lizardo Montero,1882-01-04 00:00:00,1882-09-03 00:00:00,MEF
Juan Francisco Oviedo,,Lizardo Montero,1882-09-04 00:00:00,1883-05-28 00:00:00,MEF
Ladislao de la Jara,,Lizardo Montero,1883-05-29 00:00:00,1883-10-27 00:00:00,MEF
Lorenzo Iglesias (Ministro General),,Miguel Iglesias,1883-01-03 00:00:00,1883-09-14 00:00:00,MEF
Elías Malpartida,,Miguel Iglesias,1883-09-15 00:00:00,1883-11-19 00:00:00,MEF
Manuel Galup y Valdivieso,,Miguel Iglesias,1883-11-20 00:00:00,1885-12-02 00:00:00,MEF
Pedro Correa y Santiago,,Antonio Arenas,1885-12-03 00:00:00,1886-06-02 00:00:00,MEF
Luis N. Bryce de Vivero,,Andrés A. Cáceres,1886-06-03 00:00:00,1886-10-05 00:00:00,MEF
José de Araníbar y Llano,,Andrés A. Cáceres,1886-10-06 00:00:00,1886-11-21 00:00:00,MEF
Manuel Yrigoyen Arias,Partido Constitucional,Andrés A. Cáceres,1886-11-22 00:00:00,1887-08-21 00:00:00,MEF
Mariano S. Álvarez Villegas,,Andrés A. Cáceres,1887-08-22 00:00:00,1887-11-08 00:00:00,MEF
Ántero Aspíllaga,Partido Civil,Andrés A. Cáceres,1887-11-09 00:00:00,1889-03-07 00:00:00,MEF
Eulogio Delgado,,Andrés A. Cáceres,1889-03-08 00:00:00,1890-08-09 00:00:00,MEF
Ismael de la Quintana,,Remigio Morales Bermúdez,1890-08-10 00:00:00,1891-08-23 00:00:00,MEF
Manuel Carbajal,,Remigio Morales Bermúdez,1891-08-24 00:00:00,1892-06-30 00:00:00,MEF
Rafael Quiróz,,Remigio Morales Bermúdez,1892-07-01 00:00:00,1893-03-02 00:00:00,MEF
José Salvador Cavero,Partido Constitucional,Remigio Morales Bermúdez,1893-03-03 00:00:00,1893-05-11 00:00:00,MEF
Eugenio Marquesado,,Remigio Morales Bermúdez,1893-05-12 00:00:00,1893-09-27 00:00:00,MEF
Agustín de la Torre González,,Remigio Morales Bermúdez,1893-09-28 00:00:00,1894-01-29 00:00:00,MEF
Melitón Carvajal Ambulodegui,Militar,Remigio Morales Bermúdez,1894-01-30 00:00:00,1894-04-01 00:00:00,MEF
José Agustín de la Puente,,Justiniano Borgoño,1894-04-02 00:00:00,1894-06-17 00:00:00,MEF
Horacio Ferreccio,,Justiniano Borgoño,1894-06-18 00:00:00,1894-08-09 00:00:00,MEF
Nicanor Carmona Vílchez,Partido Constitucional,Andrés A. Cáceres,1894-08-10 00:00:00,1895-03-19 00:00:00,MEF
Elías Malpartida,Partido Demócrata,Manuel Candamo,1895-03-20 00:00:00,1895-09-07 00:00:00,MEF
Federico Bresani del Villar,,Nicolás de Piérola,1895-09-08 00:00:00,1895-11-29 00:00:00,MEF
Manuel Jesús Obín,Partido Demócrata,Nicolás de Piérola,1895-11-30 00:00:00,1896-08-09 00:00:00,MEF
Ignacio Rey,,Nicolás de Piérola,1896-08-10 00:00:00,1899-09-07 00:00:00,MEF
Mariano A. Belaúnde,Partido Demócrata,Eduardo López de Romaña,1899-09-08 00:00:00,1900-08-07 00:00:00,MEF
Rafael Quiróz,,Eduardo López de Romaña,1900-08-08 00:00:00,1900-08-30 00:00:00,MEF
José V. Larrabure,,Eduardo López de Romaña,1900-08-31 00:00:00,1900-10-01 00:00:00,MEF
Domingo Almenara Butler,Partido Civil,Eduardo López de Romaña,1900-10-02 00:00:00,1901-09-11 00:00:00,MEF
Adrián Ward,,Eduardo López de Romaña,1901-09-12 00:00:00,1902-08-08 00:00:00,MEF
Juan José Reinoso,,Eduardo López de Romaña,1902-08-09 00:00:00,1902-11-03 00:00:00,MEF
Pablo Sarria,,Eduardo López de Romaña,1902-11-04 00:00:00,1903-09-07 00:00:00,MEF
Augusto B. Leguía,Partido Civil,Manuel Candamo,1903-09-08 00:00:00,1904-04-17 00:00:00,MEF
